AGE,INITIAL HIRE DATE,JOB CATEGORY,EMPLOYEE ANNUAL BASE SALARY,EMPLOYEE HOME DEPARTMENT,PRIMARY WORKING TITLE
54,1-Jan-98,Lecturer,52535,Communication,Senior Lecturer
56,15-Oct-12,Communications Specialist,81999,NC Inst of Climate Studies,Public Comm Specalist
65,1-Jul-10,Professor,233523,"Mgmt, Innovation&Entrepreneur",Professor
43,1-May-06,"IT Client Support Professional, Specialist",72349,CHASS Information Technology,Technology Support Analyst
53,31-Jul-00,"Clerk, Materials",36140,Wellness and Recreation,Support Services Associate
31,16-Aug-22,HR Coordinator,62889,UHR Temporary Services,Human Resources Specialist
53,1-Jul-02,Professor,163220,Psychology,"Head, Univ Fac Scholar"
31,1-Aug-22,Communications / Marketing Professional,65520,Communication Services,University Program Specialist
31,16-Nov-12,"Director, Subdivision/Unit/Program AD",93000,Ofc of Research & Innovation,Project Director
65,1-Jun-15,Administrative Assistant,51190,Business Systems & Analysis,Administrative Support Spec
63,3-Jan-12,Extension / Engagement / Public Service Professional,49443,Southeast District- Robeson,Asst Extension Agent [04]
45,21-Jun-13,Professor,215586,Engineering Dean's Office/Admn,"Professor, Dir of Ops Research"
61,1-Apr-97,Research Asst/Technician/Technologist,57957,Horticultural Science,Research Specialist-Nonexempt
51,2-May-03,"Research Professional, Physical Sciences",103933,Nonwovens Institute,Director
54,1-Sep-20,"Research Professional, Life Sciences",126881,IR-4 Project,Program Manager
51,8-Mar-17,Grounds / Landscape Worker,39234,G&BS-Grounds,Horticultural Specialist
63,1-Jan-04,Professor,140762,Mechanical & Aerospace Engr,Professor
63,27-Mar-00,"Materials Management Professional, Buyer",68272,Procurement Services,Purchasing Specialist
29,17-Mar-21,"Environmental Safety / Risk Management Professional, Specialist",67600,EHPS - Env Health & Safety,EHS Professional
30,12-May-14,Academic Services Professional,59280,Global Training Initiative,Program Coordinator
56,7-Aug-23,"Engineer, Facilities Construction",106155,Capital Project Management,Engineer
36,9-Jan-23,Academic Services Professional,60000,College Advising Corps,Asst Director
55,1-Jul-18,Associate Professor,97069,TELS,Assoc Professor
52,1-Aug-22,HR Coordinator,52000,HR Employee Relations,Human Resources Specialist
35,15-Jul-13,Animal Care Technician,60560,Animal Resources,Research Operation Manager-NE
48,1-Dec-98,"Extension / Engagement / Public Service Professional, Agricultural",75031,4-H Youth Dev & Fam & Cons Sci,Extension Assoc
61,2-Jan-07,"Extension / Engagement / Public Service Professional, Agricultural",78887,Agricultural & Human Sciences,Extension Assoc
57,3-Jan-23,Custodian / Housekeeper,33099,Housekeeping Svcs-Reg2-Res Hal,Building Environmental Technic
27,23-Jan-19,"Research Professional, Physical Sciences, Research Assistant",64874,Institute For Trans Research &,Research Asst
57,28-Apr-23,"Sponsored Contracts / Grants Administration Professional, Specialist",140400,NC Inst of Climate Studies,Business Manager III
53,6-Sep-16,"Laboratory Professional, Vet Research Operations",75760,CVM Teaching Hospital,Medical Laboratory Supervisor
57,1-Sep-92,Administrative Assistant,46534,Biological Resources Facility,Administrative Support Special
26,12-Jun-23,"Extension / Engagement / Public Service Professional, Agricultural",63440,Agricultural & Human Sciences,Program Coordinator
66,29-Jan-18,Communications Specialist,66199,NC Inst of Climate Studies,Public Comm Specialist
36,11-Jun-18,Student Activities Professional,78776,Fraternity and Sorority Life,Assoc Director
54,1-Jul-05,Associate Professor,86822,Chemistry,Research Assoc Professor
41,4-Jan-16,"Extension / Engagement / Public Service Professional, Agricultural",52712,Crop & Soil Sciences,Turfgrass Extension Assistant
53,27-Nov-23,Accounting Professional,85000,Foundations Accounting & Inves,Investment Accountant
25,20-Jun-22,"Human Resources Professional, Employment Specialist Senior",68066,UHR Talent Acquisition and Emp,Talent Acquisition Consultant
55,23-Jan-19,"Administrative / Office / Clerical Support Staff, Other",43056,UHR Service Center,Administrative Support Spec
23,8-Sep-23,Communications Specialist,54000,Agriculture Related Foundation,Public Comm Specialist
66,24-Oct-16,Accounting Assistant,45811,CALS Business Office,Accounts Payable Technician
37,7-Aug-23,Student Affairs / Student Services Professional,51216,TRIO Programs,Academic Coordinator
29,9-Apr-18,Veterinary Technician,54600,CVM Teaching Hospital,Medical Support Tech - Shift
58,6-Jun-17,Extension / Engagement / Public Service Professional,83363,IES Operations,Extension Specialist
57,1-Apr-91,"IT Applications Professional, Programmer Analyst Sr.",111221,Extension Information Tech,Bus & Tech App Specialist
57,1-Jun-90,"Extension / Engagement / Public Service Professional, Agricultural",79315,4-H Youth Dev & Fam & Cons Sci,Extension Assoc
45,16-Jul-12,Attorney / Legal Affairs Professional,161460,Office of General Counsel,Assoc General Couns
41,14-Dec-15,"Student Counseling / Student Health Professional AD, Counselor",74272,Counseling Services,Counselor
40,1-Jul-23,Lecturer,45000,English,Lecturer
40,16-Aug-13,Assistant Professor,124800,Fitts Dept Indust & Syst Engr,Asst Res Professor/Interim Dir
65,5-May-08,Professor,141628,"Marine, Earth And Atmospheric",Professor
55,1-Jul-05,Lecturer,56191,World Languages and Cultures,Senior Lecturer
22,16-Oct-23,Police Officer,47532,EHPS - Police Dept,Police Officer I
35,1-Apr-11,"IT (Information Technology) Professional, Academic Computing Assoc Director",102960,EMAS-Enrollment Mgt & Services,Director of Enrollment Systems
38,29-Aug-16,Assistant Professor,143520,Dept of Clinical Sciences,Asst Professor
27,10-Oct-22,Animal Care Technician,53040,CVM Teaching Hospital,Research Opert Manager-Shift
23,3-Apr-23,Veterinary Technician,45760,CVM Teaching Hospital,Medical Support Tech - Shift
54,2-Sep-03,IT Security Professional,133076,Security & Compliance,IT Architect/Engineer I
55,1-Jun-18,Foodservice Lead/Supervisor,45760,Dining and Catering Operations,Food Service Supervisor-Shift
59,27-Apr-15,"IT Systems Support Professional, Systems Programmer Sr.",98611,DELTA,IT Analyst/Programmer II
38,1-Aug-22,Assistant/Associate Coach-Track and Field,65000,Track/XC - Men & Women,Asst Coach
45,8-Jul-03,Administrative Assistant,51689,University Communications,Administrative Support Special
37,8-Jan-12,"Academic Advising Professional, Advisor/Coordinator",62400,Mechanical & Aerospace Engr,Academic Advisor
47,25-Nov-13,Administrative Assistant,34423,Agricultural & Human Sciences,Administrative Support Assoc
50,29-Apr-00,IT Technical Support/Paraprofessional,55663,WolfCopy,Technology Support Technician
34,5-May-17,Research Asst/Technician/Technologist,48136,Arboretum in Hort Science Dept,Research Technician-Nonexempt
26,1-Sep-23,Extension / Engagement / Public Service Professional,48000,Southeast District - Brunswick,"Asst Extension Agent [13,18]"
44,30-May-03,"Laboratory Professional, Social Sciences, Research Operations",91004,Urban Affairs & Community Serv,Social/Clinical Research Manag
43,7-May-15,Professor,112651,Public & International Affairs,Professor
41,21-Aug-06,Animal Care Technician,51718,CVM Teaching Hospital,Medical Support Tech - Shift
28,26-Sep-16,Locksmith (Journeyman),43467,Libraries,Facilities Maint Tech - Bldg T
60,1-Oct-85,Research Asst/Technician/Technologist,42632,Central Crops Research Station,Research Technician-Nonexempt
24,27-Feb-23,IT Technical Support/Paraprofessional,53768,Urban Affairs & Community Serv,Bus & Tech App Technician
60,20-Mar-06,Communications Specialist,45568,Urban Affairs & Community Serv,Public Comm Specalist
33,16-Oct-23,"Student Activities Professional, Officer",52000,LGBTQ Pride Center,Asst Director
60,22-May-95,"IT Applications Professional, Project Mgr",105115,"Outreach, Comm & Consulting",IT Project Analyst/Manager
47,13-Jun-22,Administrative Assistant,48438,College of Sciences - Dean,Administrative Support Spec
37,21-May-07,Assistant Professor,78000,Architecture,Asst Professor
52,7-Nov-05,"Extension / Engagement / Public Service Professional, Agricultural",76263,Agricultural & Human Sciences,Extension Assoc
48,1-Jul-06,Professor,129992,Sociology & Anthropology,"Professor, Univ Fac Scholar"
56,5-Jan-22,Food Prep Worker,37659,Dining and Catering Operations,Food Service Technician-Shift
46,5-Aug-20,Medical Assistant,45963,Campus Health,Medical/Nursing Assistant
40,5-Jan-09,Telecommunications Professional,82431,Communication Technologies,IT Network Administrator II
50,26-Jul-04,Engineering Technical/Paraprofessional,55166,Civil Const & Environ Engineer,Engineering/Architectual Tech
52,1-Aug-00,"IT Applications Professional, Programmer Analyst Sr.",108497,Enterprise Application Svcs,Bus & Tech App Specialist
63,12-May-03,"Sponsored Contracts / Grants Administration Professional, Specialist",61182,Ofc of Research & Innovation,University Program Specialist
53,1-Mar-19,Chief Campus Student Housing Administrator,170878,University Housing,Asst Vice Chancellor
63,17-Jun-19,Recreation / Tourism / Hospitality Professional,60131,Dining and Catering Operations,University Program Specialist
58,12-Jul-99,Department Assistant,57049,CAMCORE-Cooperative,University Program Associate
26,22-Aug-18,Department Assistant,56680,College Of Veterinary Medicine,University Program Associate
31,17-Apr-23,"Research Professional, Life Sciences, Research Associate",58240,Entomology & Plant Pathology,Research Assoc
67,6-Dec-96,Field Faculty AC,79167,South Central District - Moore,"Ext County Dir [01,04]"
44,20-May-13,Associate Professor,87493,History,Assoc Professor
42,29-Jun-15,Assistant Professor,83104,Sociology & Anthropology,Asst Professor
61,19-Sep-94,Custodian / Housekeeper,35463,Housekeeping Svcs-Reg3,Building Environmental Technic
59,29-May-17,Extension / Engagement / Public Service Professional,48065,South Central District- Catawb,Asst Extension Agent [04]
30,10-Jan-22,Dietetic / Nutrition Professional,60320,Athletics-Student Welfare &Dev,Assistant Sports Dietitian
21,7-Mar-22,Administrative Assistant,40000,Electrical & Computer Engr.,Administrative Support Assoc
54,2-Mar-98,"Business Operations Professional, Dept Business Mgr",105161,Civil Const & Environ Engineer,Business Manager
29,18-Jun-18,"Academic Advising Professional, Advisor/Coordinator",62400,Acad Sup Prog For Stu Athl,Asst Director
43,27-May-09,Professor,119439,Statistics,Teaching Professor
39,14-Aug-23,"Environmental Safety / Risk Management Professional, Safety Officer",85000,Emerg Mgt & Mission Continuity,EHS Professional
42,10-Dec-18,"IT Database Professional, Principal Database Administrator (crosswalk 460X17 & 465X11)",148253,Enterprise Application Svcs,IT Manager III
34,1-Jul-20,Assistant Professor,102607,Mathematics,Asst Professor
61,20-Feb-01,"Extension / Engagement / Public Service Professional, Industrial",96978,IES Engineering & Technology,Extension Specialist
46,1-Nov-17,Extension / Engagement / Public Service Professional,64150,North Central District- Davie,Assoc Extension Agent [18]
57,15-Aug-23,Office / Admin Support / Clerical Manager,68000,College of Sciences - Dean,Executive Assistant
38,30-Jan-06,"Research Professional, Physical Sciences, Research Assistant",64837,Sciences-State Climate Office,Research Asst
38,1-Jul-23,Associate Professor,110000,ELPHD,Assoc Professor
43,5-Dec-01,Purchasing Specialist,65648,Housing Facilities Admin,Purchasing Specialist
52,1-Aug-18,"Finance / Budget Professional, Assoc Budget Director",144191,Budget Office,"Asst Budget Director, Ops"
29,21-Dec-20,Communications Specialist,58779,Advancement Services,Public Comm Specialist
27,4-Apr-22,"Research Asst/Tech, Life Science",47362,Biological Sciences,Research Technician-Nonexempt
43,28-Jun-13,IT Client Support Professional,101243,"Outreach, Comm & Consulting",IT Manager I
55,18-Mar-19,Administrative Assistant,62400,Ofc of Research Commercializat,University Program Specialist
56,16-Feb-98,"IT Systems Support Professional, Systems Programmer",95680,Shared Services,Systems Programmer/Specialist
52,1-Apr-98,"IT Security Professional, Analyst/Engineer",180978,EHPS - Security Apps & Tech,Dir-Secur Appli & Tech EH&S
58,8-Jul-19,Administrative Assistant,52130,Fraternity and Sorority Life,Administrative Support Spec
51,2-Jan-14,Functional Paraprofessional,37550,Southeast District - Sampson,Program Assistant [08]
57,23-Aug-99,Sponsored Contracts / Grants Administration Professional,66724,CALS Business Office,C&G Program Specialist
36,9-Mar-22,Department Assistant,62970,Exec Vice Chancellor & Provost,University Program Specialist
36,4-Jan-21,"Student Counseling / Student Health Professional AD, Psychologist",75920,Counseling Services,Counselor
56,3-Apr-23,"Librarian AC, Public/Access Services",89960,Libraries,Librarian
36,4-Jun-21,Trades Helper,61226,BM&O-CBC,Facilities Maint Tech - Mechan
44,15-Apr-13,Assistant Professor,100751,Agricultural & Human Sciences,Asst Professor
39,2-Apr-12,Student Affairs / Student Services Professional,11049,Student Services Center,Student Services Specialist
49,4-May-09,Executive Assistant,66560,Office of Univ Advancement,Executive Assistant
49,27-Mar-09,Telecommunications Professional,87934,Communication Technologies,IT Network Administrator II
38,8-Sep-09,Assistant Professor,94879,Applied Ecology,Asst Professor
46,14-Jan-08,Graphical Design Paraprofessional,44474,University Theatre,Arts Production Specialist
48,1-Apr-15,Administrative / Office / Clerical Lead,40475,North Central District- Stokes,COSS Administrative Assistant
31,28-Jan-19,Equal Opportunity / Diversity Professional,83200,Multicultural Student Affairs,Director
57,1-Jan-96,Extension / Engagement / Public Service Professional,69663,North Central District - Vance,"Assoc Area Agent [02,07]"
39,31-Jul-17,"Instructional Design / Instructional Media Professional, Online Designer",70755,DELTA,Instructional Designer
48,29-Jun-16,Associate Professor,77188,TELS,Assoc Teaching Professor
31,14-Aug-14,"Research Professional, Physical Sciences",69090,Ofc of Research & Innovation,Coordinator
42,25-Oct-00,Administrative / Office / Clerical Lead/Supervisor,50678,CVM-DEAN'S Office,Administrative Support Spec
43,20-Jan-22,Accounting Professional,72800,College of Natural Resources,Accountant
29,16-May-18,"Extension / Engagement / Public Service Professional, Agricultural",44779,South Central District - Harne,Asst Extension Agent [13]
25,7-Feb-22,Equipment Manager/Athletics,43628,Football,Support Services Associate
59,31-Jan-06,Vehicle Mechanic,43800,University Field Laboratories,Vehicle/Equipment Repair Tech
46,18-Aug-07,Foodservice Lead/Supervisor,45760,Dining and Catering Operations,Food Service Supervisor-Shift
45,31-Jul-06,Building Control Systems Technician,61355,BM&O-Centennial Campus,Facilities Maint Tech - Mechan
47,1-Jul-07,Professor,130653,Psychology,"Prof., Univ. Fac Scholar"
54,1-Jul-01,Professor,147120,Physics,Professor
